repeat,epoch,inference_ms,gpu_mem_MB
1,1,703.3987045288086,52.286976
2,1,727.4324893951416,52.286976
3,1,706.7975997924805,52.286976
4,1,722.3923206329346,52.286976
5,1,720.5061912536621,52.286976
6,1,702.8114795684814,52.286976
7,1,702.0199298858643,52.286976
8,1,705.7859897613525,52.286976
9,1,712.1407985687256,52.286976
10,1,702.7738094329834,52.286976
11,1,715.6383991241455,52.286976
12,1,714.5750522613525,52.286976
13,1,712.4724388122559,52.286976
14,1,725.2726554870605,52.286976
15,1,722.036600112915,52.286976
16,1,710.9556198120117,52.286976
17,1,707.5471878051758,52.286976
18,1,699.2573738098145,52.286976
19,1,709.8829746246338,52.286976
20,1,703.2637596130371,52.286976
21,1,699.883222579956,52.286976
22,1,709.3777656555176,52.286976
23,1,714.6973609924316,52.286976
24,1,706.9370746612549,52.286976
25,1,721.8916416168213,52.286976
26,1,720.3757762908936,52.286976
27,1,704.3607234954834,52.286976
28,1,696.7697143554688,52.286976
29,1,702.251672744751,52.286976
30,1,706.7725658416748,52.286976
31,1,713.1092548370361,52.286976
32,1,713.2418155670166,52.286976
33,1,700.763463973999,52.286976
34,1,715.7955169677734,52.286976
35,1,705.6961059570312,52.286976
36,1,719.4437980651855,52.286976
37,1,705.4252624511719,52.286976
38,1,707.6437473297119,52.286976
39,1,703.4084796905518,52.286976
40,1,707.3924541473389,52.286976
41,1,722.1052646636963,52.286976
42,1,709.8159790039062,52.286976
43,1,711.1756801605225,52.286976
44,1,720.0698852539062,52.286976
45,1,719.0380096435547,52.286976
46,1,701.6971111297607,52.286976
47,1,715.195894241333,52.286976
48,1,706.2661647796631,52.286976
49,1,712.0659351348877,52.286976
50,1,686.3710880279541,52.286976
51,1,715.3778076171875,52.286976
52,1,714.7588729858398,52.286976
53,1,714.0588760375977,52.286976
54,1,701.7660140991211,52.286976
55,1,708.5771560668945,52.286976
56,1,716.9003486633301,52.286976
57,1,726.2470722198486,52.286976
58,1,713.7267589569092,52.286976
59,1,710.1409435272217,52.286976
60,1,712.3420238494873,52.286976
61,1,710.2491855621338,52.286976
62,1,708.8713645935059,52.286976
63,1,710.2553844451904,52.286976
64,1,699.1024017333984,52.286976
65,1,707.3369026184082,52.286976
66,1,703.9422988891602,52.286976
67,1,719.6381092071533,52.286976
68,1,713.8838768005371,52.286976
69,1,707.3688507080078,52.286976
70,1,711.0726833343506,52.286976
71,1,722.5067615509033,52.286976
72,1,726.3524532318115,52.286976
73,1,712.144136428833,52.286976
74,1,715.5787944793701,52.286976
75,1,726.4494895935059,52.286976
76,1,703.9337158203125,52.286976
77,1,718.1434631347656,52.286976
78,1,717.3550128936768,52.286976
79,1,709.3496322631836,52.286976
80,1,709.5789909362793,52.286976
81,1,702.3541927337646,52.286976
82,1,711.763858795166,52.286976
83,1,705.1301002502441,52.286976
84,1,709.0635299682617,52.286976
85,1,710.7625007629395,52.286976
86,1,714.0913009643555,52.286976
87,1,698.9755630493164,52.286976
88,1,712.2104167938232,52.286976
89,1,710.280179977417,52.286976
90,1,708.7345123291016,52.286976
91,1,715.733528137207,52.286976
92,1,718.1715965270996,52.286976
93,1,711.0152244567871,52.286976
94,1,700.0129222869873,52.286976
95,1,738.5315895080566,52.286976
96,1,710.5550765991211,52.286976
97,1,719.7132110595703,52.286976
98,1,712.0847702026367,52.286976
99,1,727.1990776062012,52.286976
100,1,708.8773250579834,52.286976
