repeat,epoch,inference_ms,gpu_mem_MB
1,1,708.1763744354248,52.990976
2,1,710.9408378601074,52.990976
3,1,713.4199142456055,52.990976
4,1,708.0211639404297,52.990976
5,1,710.4556560516357,52.990976
6,1,707.2091102600098,52.990976
7,1,721.8141555786133,52.990976
8,1,705.8305740356445,52.990976
9,1,713.2279872894287,52.990976
10,1,709.5432281494141,52.990976
11,1,724.5094776153564,52.990976
12,1,707.7722549438477,52.990976
13,1,718.3213233947754,52.990976
14,1,715.7738208770752,52.990976
15,1,710.3993892669678,52.990976
16,1,710.6828689575195,52.990976
17,1,723.9675521850586,52.990976
18,1,713.7360572814941,52.990976
19,1,708.2068920135498,52.990976
20,1,731.6887378692627,52.990976
21,1,714.8587703704834,52.990976
22,1,708.3759307861328,52.990976
23,1,707.1530818939209,52.990976
24,1,706.3806056976318,52.990976
25,1,711.390495300293,52.990976
26,1,745.3675270080566,52.990976
27,1,732.2816848754883,52.990976
28,1,711.9772434234619,52.990976
29,1,713.7136459350586,52.990976
30,1,714.53857421875,52.990976
31,1,709.2807292938232,52.990976
32,1,703.0150890350342,52.990976
33,1,710.9634876251221,52.990976
34,1,712.9464149475098,52.990976
35,1,710.2162837982178,52.990976
36,1,707.2410583496094,52.990976
37,1,727.4553775787354,52.990976
38,1,712.4481201171875,52.990976
39,1,710.8128070831299,52.990976
40,1,708.90212059021,52.990976
41,1,712.5852108001709,52.990976
42,1,717.8671360015869,52.990976
43,1,703.0355930328369,52.990976
44,1,707.4956893920898,52.990976
45,1,813.8272762298584,52.990976
46,1,736.6015911102295,52.990976
47,1,756.974458694458,52.990976
48,1,757.0223808288574,52.990976
49,1,912.4715328216553,52.990976
50,1,726.4978885650635,52.990976
51,1,693.9125061035156,52.990976
52,1,857.6204776763916,52.990976
53,1,729.341983795166,52.990976
54,1,724.0562438964844,52.990976
55,1,727.6287078857422,52.990976
56,1,840.3341770172119,52.990976
57,1,721.6920852661133,52.990976
58,1,738.659143447876,52.990976
59,1,733.3922386169434,52.990976
60,1,735.142707824707,52.990976
61,1,720.5502986907959,52.990976
62,1,722.1574783325195,52.990976
63,1,784.2350006103516,52.990976
64,1,714.005708694458,52.990976
65,1,708.6873054504395,52.990976
66,1,703.7625312805176,52.990976
67,1,835.4880809783936,52.990976
68,1,710.5612754821777,52.990976
69,1,789.1690731048584,52.990976
70,1,726.1161804199219,52.990976
71,1,736.6747856140137,52.990976
72,1,800.3976345062256,52.990976
73,1,731.83274269104,52.990976
74,1,717.2434329986572,52.990976
75,1,793.179988861084,52.990976
76,1,712.8546237945557,52.990976
77,1,715.0619029998779,52.990976
78,1,721.1260795593262,52.990976
79,1,700.5658149719238,52.990976
80,1,712.1875286102295,52.990976
81,1,707.2114944458008,52.990976
82,1,715.6941890716553,52.990976
83,1,719.1393375396729,52.990976
84,1,725.4509925842285,52.990976
85,1,710.0393772125244,52.990976
86,1,700.9067535400391,52.990976
87,1,747.4274635314941,52.990976
88,1,725.4281044006348,52.990976
89,1,724.5862483978271,52.990976
90,1,723.3700752258301,52.990976
91,1,707.1528434753418,52.990976
92,1,743.0808544158936,52.990976
93,1,731.1480045318604,52.990976
94,1,721.7304706573486,52.990976
95,1,724.149227142334,52.990976
96,1,721.5890884399414,52.990976
97,1,722.4085330963135,52.990976
98,1,711.2410068511963,52.990976
99,1,751.6264915466309,52.990976
100,1,703.6619186401367,52.990976
