repeat,epoch,inference_ms,gpu_mem_MB
1,1,698.7848281860352,52.286976
2,1,690.178394317627,52.286976
3,1,695.4817771911621,52.286976
4,1,698.9741325378418,52.286976
5,1,702.1167278289795,52.286976
6,1,706.0925960540771,52.286976
7,1,695.4708099365234,52.286976
8,1,702.1753787994385,52.286976
9,1,695.237398147583,52.286976
10,1,698.7044811248779,52.286976
11,1,697.0658302307129,52.286976
12,1,710.8275890350342,52.286976
13,1,705.6035995483398,52.286976
14,1,705.3937911987305,52.286976
15,1,697.8232860565186,52.286976
16,1,708.4670066833496,52.286976
17,1,704.3256759643555,52.286976
18,1,708.5428237915039,52.286976
19,1,695.4829692840576,52.286976
20,1,687.105655670166,52.286976
21,1,698.7192630767822,52.286976
22,1,696.3562965393066,52.286976
23,1,697.6492404937744,52.286976
24,1,702.3830413818359,52.286976
25,1,703.2949924468994,52.286976
26,1,696.7077255249023,52.286976
27,1,702.7957439422607,52.286976
28,1,698.5700130462646,52.286976
29,1,703.6943435668945,52.286976
30,1,696.4106559753418,52.286976
31,1,697.6428031921387,52.286976
32,1,702.5361061096191,52.286976
33,1,703.829288482666,52.286976
34,1,706.4175605773926,52.286976
35,1,698.5077857971191,52.286976
36,1,695.3446865081787,52.286976
37,1,709.2161178588867,52.286976
38,1,694.0605640411377,52.286976
39,1,697.1001625061035,52.286976
40,1,714.6244049072266,52.286976
41,1,700.6804943084717,52.286976
42,1,697.6120471954346,52.286976
43,1,694.2999362945557,52.286976
44,1,696.9029903411865,52.286976
45,1,693.8555240631104,52.286976
46,1,701.0195255279541,52.286976
47,1,706.6776752471924,52.286976
48,1,698.7876892089844,52.286976
49,1,708.2159519195557,52.286976
50,1,696.8188285827637,52.286976
51,1,696.2034702301025,52.286976
52,1,708.2328796386719,52.286976
53,1,703.4475803375244,52.286976
54,1,716.4676189422607,52.286976
55,1,699.5303630828857,52.286976
56,1,703.3214569091797,52.286976
57,1,695.5623626708984,52.286976
58,1,696.0992813110352,52.286976
59,1,713.5469913482666,52.286976
60,1,695.1797008514404,52.286976
61,1,699.0690231323242,52.286976
62,1,694.8316097259521,52.286976
63,1,693.6743259429932,52.286976
64,1,694.6966648101807,52.286976
65,1,702.4703025817871,52.286976
66,1,702.5024890899658,52.286976
67,1,706.1359882354736,52.286976
68,1,693.324089050293,52.286976
69,1,696.6695785522461,52.286976
70,1,698.9057064056396,52.286976
71,1,696.3562965393066,52.286976
72,1,706.1738967895508,52.286976
73,1,697.8862285614014,52.286976
74,1,703.895092010498,52.286976
75,1,705.7442665100098,52.286976
76,1,685.6811046600342,52.286976
77,1,691.8816566467285,52.286976
78,1,714.4622802734375,52.286976
79,1,691.8952465057373,52.286976
80,1,699.1510391235352,52.286976
81,1,697.8378295898438,52.286976
82,1,696.3109970092773,52.286976
83,1,704.071044921875,52.286976
84,1,698.1954574584961,52.286976
85,1,698.8284587860107,52.286976
86,1,711.1046314239502,52.286976
87,1,697.3562240600586,52.286976
88,1,698.5085010528564,52.286976
89,1,699.6662616729736,52.286976
90,1,695.8222389221191,52.286976
91,1,694.6835517883301,52.286976
92,1,697.6833343505859,52.286976
93,1,692.833662033081,52.286976
94,1,694.4413185119629,52.286976
95,1,702.3961544036865,52.286976
96,1,702.9271125793457,52.286976
97,1,708.4946632385254,52.286976
98,1,707.3578834533691,52.286976
99,1,698.1031894683838,52.286976
100,1,709.7611427307129,52.286976
